,Номер реестровой записи контракта,Заказчик: ИНН,Предмет контракта,Цена контракта,"Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН",Заказчик: широта,Заказчик: долгота,Заказчик: населенный пункт,Заказчик: деятельность,Исполнитель: широта,Исполнитель: долгота,Исполнитель: населенный пункт,Исполнитель: деятельность
440,1572500062424000025,5725000624,Панели стеновые с уголками,"13 078,20",5752072755,52.9741348,35.7266633,Нарышкино,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",52.9184949,36.0076326,Орёл,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой
441,3570100074523000081,5701000745,Поставка оригинальных картриджей для плоттера Canon imagePROGRAF TM-300,"45 820,80",3662996710,52.9696434,36.0664783,Орёл,Деятельность органов местного самоуправления по управлению вопросами общего характера,51.6634534,39.1828246,Воронеж,"Экспертиза проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий"
442,1572500062424000026,5725000624,Поликарбонат с фурнитурой,"19 203,84",5752072755,52.9741348,35.7266633,Нарышкино,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",52.9184949,36.0076326,Орёл,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой
443,3570900180723000068,5709001807,Механизированная снегоочистка территории пгт.Залегощь Залегощенского района Орловской области с посыпкой дорог и тротуаров песко-соляной смесью,"1 126 998,60",5709004808,52.8965294,36.8897516,Залегощь,Деятельность органов местного самоуправления городских поселений,52.887347,36.8783215,Залегощь,"Забор, очистка и распределение воды"
444,2650102496624000116,6501024966,Поставка лекарственного препарата для медицинского применения ИПРАГЛИФЛОЗИН для обеспечения отдельных категорий граждан федеральной ответственности,"919 432,50",7810687137,46.9576518,142.732369,Южно-Сахалинск,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",60.027134,30.273611,Санкт-Петербург,Торговля оптовая фармацевтической продукцией
445,2150100318824000009,1501003188,Принтер,"67 800,00",1513082650,43.0174191,44.676244,Владикавказ,Общая врачебная практика,43.0370971,44.6887557,Владикавказ,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением"
446,1272501771021000009,2725017710,"Проведение докового ремонта и сопутствующих работ по ремонту систем катеров проекта 376 У «Ярославец» бортовые номера 801,802 в рамках государственного оборонного заказа, в целях обеспечения государственной программы вооружения на 2021 год","13 690 519,40",2724088892,48.5742723,135.0628125,Хабаровск,"Деятельность, связанная с обеспечением военной безопасности",48.496437,135.10825,Хабаровск,Техническое обслуживание и ремонт автотранспортных средств
447,3351400429524000026,3514004295,Поставка канцелярских товаров (тетради),"8 770,00",352500095580,59.529955,45.4593822,Никольск,Деятельность по уходу с обеспечением проживания прочая,59.2483905,39.8355662,Вологда,Торговля розничная прочими бытовыми изделиями в специализированных магазинах
448,2165542739522000175,1655427395,Приобретение оборудования видео-конференц-связи для государственных нужд Республики Татарстан ,"1 181 250,00",7805772612,55.7805625,49.1335182,Казань,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",59.901815,30.283277,Санкт-Петербург,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет"
449,1544500992023000013,5445009920,"Оказание услуг по поверке средств измерений в рамках государственного оборонного заказа, в целях государственной программы вооружения","27 144,60",5405499348,54.7585466,83.0893326,Бердск,Деятельность по обеспечению общественного порядка и безопасности,55.0206965,82.991081,Новосибирск,"Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции"
450,1290400699424000055,2904006994,"Поставка масел, смазок и жидкостей специальных","153 841,20",7811510742,61.2548767,46.634587,Котлас,"Деятельность вспомогательная, связанная с внутренним водным транспортом",59.9896154,30.3232914,Санкт-Петербург,"Торговля автомобильными деталями, узлами и принадлежностями"
451,2420534966424000512,4205349664,Поставка лекарственных препаратов (приобретение товаров в пользу граждан в целях их социального обеспечения),"760 057,93",9731038990,55.3562584,86.092603,Кемерово,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,55.809348,37.450872,Москва,Торговля оптовая фармацевтической продукцией
452,2616404544224000008,6164045442,Приобретение костюмов разминочных и трико борцовских для отделения спорта «Спортивная борьба»,"147 480,00",9102066166,47.2413725,39.7573558,Ростов-на-Дону,Образование дополнительное детей и взрослых,44.938597,34.068535,Симферополь,Производство прочей одежды и аксессуаров одежды
453,2781100569024000024,7811005690,ПОСТАВКА ПЕЧАТНОГО КОМПЛЕКСА ДЛЯ НУЖД СПБ ГБУ «НЕВСКАЯ ЦБС»,"754 820,00",471005432499,59.8652323,30.4548627,Санкт-Петербург,Деятельность библиотек и архивов,58.7374031,29.8465776,Луга,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением"
454,2711801038024000006,7118010380,Поставка овощей сельскохозяйственных,"32 210,40",480100999444,54.0010831,37.5026887,Щекино,Образование дошкольное,52.0365333,38.1100843,Ивановка,Торговля оптовая фруктами и овощами
455,1550400264824000208,5504002648,Поставка насосов шестеренных,"194 386,01",5528210358,54.9801811,73.3812219,Омск,"Деятельность вспомогательная, связанная с водным транспортом",55.0141755,73.4088091,Омск,Торговля оптовая неспециализированная
456,2391200810824000038,3912008108,Какао-порошок,"4 500,00",3914111291,54.9315955,20.1578855,Светлогорск,Деятельность санаторно-курортных организаций,54.6329373,21.8197847,Черняховск,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков"
457,2701729727124000020,7017297271,Поставка продукции радиоэлектронной промышленности (системные блоки),"497 000,00",2463219876,56.4854282,84.9461467,Томск,Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,56.0304182,92.833873,Красноярск,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением"
458,2710401382523000261,7104013825,"Поставка медицинского оборудования для оснащения модульного фельдшерско-акушерского пункта (Стол/кушетка массажный, без электропитания, непортативный)","19 800,00",7107503000,54.199323,37.5332832,Тула,Деятельность больничных организаций,54.1772817,37.5992926,Тула,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях"
459,2616404544224000007,6164045442,Приобретение борцовок (обуви),"169 000,00",614307868446,47.2413725,39.7573558,Ростов-на-Дону,Образование дополнительное детей и взрослых,47.5165338,42.1984951,Волгодонск,"Торговля розничная прочая вне магазинов, палаток, рынков"
460,2593000255023000147,5930002550,Обязательное страхование гражданской ответственности владельцев транспортных средств категории В и С,"40 672,30",7710280644,56.9187595,55.5893779,Барда,Деятельность больничных организаций,55.7379299,37.6380856,Москва,Страхование имущества
461,2180700112424000061,1807001124,"№ 1923 SARS Коронавирус 2/Вирус гриппа А/В антигены ИВД, набор, иммунохроматографический анализ, экспресс-анализ","55 440,00",1841005672,57.6492664,53.8263096,Дебёсы,Деятельность больничных организаций,56.8442425,53.2211645,Ижевск,Торговля оптовая фармацевтической продукцией
462,3614304428624000003,6143044286,Электрокипятильник,"123 393,60",614317284048,47.5113925,42.1920615,Волгодонск,Деятельность по организации отдыха детей и их оздоровления,47.5165338,42.1984951,Волгодонск,Торговля оптовая неспециализированная
463,2150100318824000008,1501003188,"Монитор, подключаемый к компьютеру","83 950,00",1513082650,43.0174191,44.676244,Владикавказ,Общая врачебная практика,43.0370971,44.6887557,Владикавказ,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением"
464,2532106438024000085,5321064380,Поставка шовного материала,"391 745,44",744915722564,58.5326647,31.2441228,Великий Новгород,Деятельность больничных организаций,55.1130689,61.2746505,Западный,"Торговля оптовая изделиями, применяемыми в медицинских целях"
465,2781500120024000068,7815001200,"Поставка чехла защитного для инвазивного датчика ультразвуковой визуализации, стандартного, нестерильного для нужд СПб ГБУЗ «Городская поликлиника №38»","23 876,35",5262284366,59.9463654,30.3823475,Санкт-Петербург,Общая врачебная практика,56.2761301,43.9988271,Нижний Новгород,Торговля оптовая неспециализированная
466,1402702016023000081,4027020160,Оказание услуг по ремонту и техническому обслуживанию автотранспорта,"1 000 000,00",4027137553,54.5059736,36.2543318,Калуга,Деятельность прокуратур субъектов Российской Федерации,54.504831,36.299014,Калуга,Техническое обслуживание и ремонт автотранспортных средств
467,2710401382523000260,7104013825,Поставка медицинского оборудования для оснащения модульного фельдшерско-акушерского пункта (Тумба медицинская),"13 041,00",7107503000,54.199323,37.5332832,Тула,Деятельность больничных организаций,54.1772817,37.5992926,Тула,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях"
468,2510980009022000009,5109800090,Поставка продуктов питания (молоко питьевое),"324 365,40",5190922257,69.4245444,30.8309902,Заполярный,Деятельность больничных организаций,68.9988355,33.1195195,Мурманск,"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями"
469,2027600820824000013,276008208,Кондиционер бытовой,"74 955,00",0274142800,54.7439089,56.0031206,Уфа,Образование профессиональное среднее,54.7256247,55.9768445,Уфа,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения"
470,2692900179424000058,6929001794,Поставка лекарственных препаратов для медицинского применения на 2024 год (совместная закупка №6871),"11 507,30",7724922443,57.0280719,34.1552698,Кувшиново,Деятельность больничных организаций,55.6590796,37.6372535,Москва,Торговля оптовая фармацевтической продукцией
471,2732517346424000032,7325173464,"Одна благоустроенная квартира в г. Ульяновск для предоставления лицу из числа детей-сирот и детей, оставшихся без попечения родителей Шашкину В.Н. (28063/23/73017-ИП от 03.04.2023)","2 731 275,00",732897560639,54.3136052,48.4011386,Ульяновск,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,54.3079415,48.3748487,Ульяновск,Покупка и продажа собственного недвижимого имущества
472,3230903167124000011,2309031671,"Поставка товаров хозяйственного назначения (дозатор, диспенсер)","49 000,00",543200139854,45.0149969,38.9640579,Краснодар,Общая врачебная практика,55.028191,82.9211489,Новосибирск,Торговля оптовая неспециализированная
473,1710703817624000006,7107038176,Поставка техники бытовой электронной и оборудования коммуникационного для систем охраны и надзора,"272 440,00",540606650550,54.1768627,37.6033713,Тула,Деятельность по предоставлению услуг телефонной связи,55.028191,82.9211489,Новосибирск,Торговля оптовая бытовыми электротоварами
474,3504805294424000020,5048052944,Поставка мебели : Поставка шкафов для инвентаря,"169 200,00",7838109320,55.1658774,37.4351902,Чехов,Образование среднее общее,59.907428,30.300893,Санкт-Петербург,Торговля оптовая бытовой мебелью
475,2701729727124000030,7017297271,Поставка мебели для офисов,"13 487,20",7007011332,56.4854282,84.9461467,Томск,Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,58.3097501,82.8617852,Колпашево,Производство мебели
476,2524500637623000006,5245006376,услуги по обращению с твердыми коммунальными отходами,"17 652,06",5258122475,56.098325,43.5030228,Богородск,Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,56.3083302,44.0314417,Нижний Новгород,Сбор неопасных отходов
477,2710401382523000271,7104013825,Поставка медицинского оборудования для оснащения модульного фельдшерско-акушерского пункта (Стол инструментальный),"5 752,50",7107503000,54.199323,37.5332832,Тула,Деятельность больничных организаций,54.1772817,37.5992926,Тула,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях"
478,2710750158823000002,7107501588,Оказание услуг по сопровождению отдельных подсистем Региональной информационной системы здравоохранения Тульской области,"17 498 181,00",7729391997,54.1729934,37.6345823,Тула,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",55.6858631,37.44174,Москва,Разработка компьютерного программного обеспечения
479,3312302112623000018,3123021126,Присоединение к Единой системе мониторинга транспорта Белгородской области,"148 500,00",3123077111,50.6008484,36.6009741,Белгород,"Деятельность в области медицины прочая, не включенная в другие группировки",50.571942,36.573811,Белгород,Деятельность консультативная и работы в области компьютерных технологий
480,2232007883524000060,2320078835,"Поставка моющих средств (универсальных, для туалетов и ванных комнат, для стекол и зеркал)","105 000,00",615520705111,43.594578,39.739735,Сочи,Деятельность больничных организаций,47.7085287,40.2159846,Шахты,Торговля оптовая парфюмерными и косметическими товарами
481,2243200223124000103,2432002231,Поставка каталки с гидро-приводом высоты и регулировкой положений Тренделенбург/Антитренделенбург,"126 540,00",7017384887,55.9612582,94.7360309,Заозерный,Деятельность больничных организаций,56.506791,84.9501219,Томск,Торговля оптовая неспециализированная
482,2504017548623000699,5040175486,Поставка расходных материалов для НХО,"632 870,60",7726449712,55.5744948,38.215055,Раменское,Деятельность больничных организаций,55.7092432,37.6251333,Москва,Торговля оптовая фармацевтической продукцией
483,2732517346424000046,7325173464,"Одна благоустроенная квартира в г. Ульяновск для предоставления лицу из числа детей-сирот и детей, оставшихся без попечения родителей","2 648 925,00",732897560639,54.3136052,48.4011386,Ульяновск,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,54.3079415,48.3748487,Ульяновск,Покупка и продажа собственного недвижимого имущества
484,2561201844424000008,5612018444,на поставку расходных материалов для цитологических исследований,"4 571 850,00",0275914560,51.775146,55.1201057,Оренбург,"Деятельность в области медицины прочая, не включенная в другие группировки",54.7281908,55.9739797,Уфа,Торговля оптовая фармацевтической продукцией
485,1710703817624000009,7107038176,Поставка переговорных устройств для обеспечения систем охраны и надзора,"300 000,00",7840067525,54.1768627,37.6033713,Тула,Деятельность по предоставлению услуг телефонной связи,59.8861852,30.3255644,Санкт-Петербург,Торговля оптовая прочими машинами и оборудованием
486,3230903167124000014,2309031671,Стакан пластиковый для пищевых продуктов,"8 500,00",781438436321,45.0149969,38.9640579,Краснодар,Общая врачебная практика,59.9391313,30.3159004,Санкт-Петербург,Утилизация отходов бумаги и картона во вторичное сырье
487,2190100646523000814,1901006465,Поставка реагентов для биохимического анализатора DIRUI CS-T240 (закрытая система) на 1 полугодие 2024 г.,"1 007 248,05",5039010017,53.7250344,91.4518423,Абакан,Деятельность больничных организаций,54.8275558,37.6273933,Пущино,Торговля оптовая фармацевтической продукцией
488,2770555255724000016,7705552557,Поставка элементов питания (батарейки),"136 186,89",054802378170,55.7436236,37.6463979,Москва,Образование среднее общее,55.7540471,37.620405,Москва,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением"
489,1771406175624000084,7714061756,Поставка лекарственных препаратов (Азацитидин),"1 642 982,00",7709487997,55.8006676,37.5521125,Москва,Научные исследования и разработки в области естественных и технических наук прочие,55.7518549,37.5325943,Москва,Торговля оптовая фармацевтической продукцией
490,2420534966423001797,4205349664,поставка лекарственных препаратов для медицинского применения: ТИКАГРЕЛОР,"4 351 384,80",7017419410,55.3562584,86.092603,Кемерово,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,55.3993741,86.1187134,Кемерово,Торговля оптовая фармацевтической продукцией
491,3471502404624000004,4715024046,Мягкий инвентарь,"120 000,00",4716000986,59.645359,33.535637,Тихвин,Образование дошкольное,59.6242083,30.7497151,Ульяновка,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным"
492,2027600820824000015,276008208,Кондиционер бытовой,"233 720,00",0274142800,54.7439089,56.0031206,Уфа,Образование профессиональное среднее,54.7256247,55.9768445,Уфа,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения"
493,2701729727124000029,7017297271,Поставка мебели для офисов,"349 614,59",7007011332,56.4854282,84.9461467,Томск,Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,58.3097501,82.8617852,Колпашево,Производство мебели
494,2420534966424000199,4205349664,Поставка лекарственных препаратов (приобретение товаров в пользу граждан в целях их социального обеспечения),"972 665,10",4205187212,55.3562584,86.092603,Кемерово,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,55.3270601,86.1581361,Кемерово,Торговля оптовая фармацевтической продукцией
495,3291300463324000009,2913004633,Поставка печатной продукции.,"109 298,97",7708188426,61.2788015,46.5181966,Шипицыно,Деятельность библиотек и архивов,55.7790279,37.5121018,Москва,Издание книг
496,1261300159023000017,2613001590,Текущий ремонт,"150 000,00",2613007009,44.8153816,44.663098,Левокумское,Деятельность по обеспечению общественного порядка и безопасности,44.8311403,44.6394886,Левокумское,Строительство жилых и нежилых зданий
497,2711801038023000080,7118010380,Поставка продукции мясоперерабатывающей промышленности (охлажденной),"108 592,00",7105049045,54.0010831,37.5026887,Щекино,Образование дошкольное,54.2125686,37.6635941,Тула,Деятельность агентов по оптовой торговле пищевыми продуктами
498,3632001185224000039,6320011852,Поставка мониторов для нужд Думы городского округа Тольятти,"73 236,47",632110440324,53.5074831,49.4179339,Тольятти,Деятельность органов местного самоуправления городских округов,53.5205348,49.3894028,Тольятти,Торговля оптовая неспециализированная
499,2772432171724000010,7724321717,Поставка лакокрасочных материалов для нужд  ГБУ «Жилищник района Орехово-Борисово Южное» (месячник),"4 000 000,00",3128071522,55.6065806,37.7320198,Москва,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,51.297974,37.833231,Старый Оскол,"Производство красок, лаков и аналогичных материалов для нанесения покрытий, полиграфических красок и мастик"
500,2780113705623000027,7801137056,Выполнение работ по замене окон в здании для нужд Государственного бюджетного учреждения дополнительного образования «Центр творческого развития и гуманитарного образования «На Васильевском» Василеостровского района Санкт-Петербурга,"3 483 210,00",6732148158,59.9535197,30.2361377,Санкт-Петербург,Образование дополнительное детей и взрослых,54.764639,32.0255654,Смоленск,Торговля оптовая прочими строительными материалами и изделиями
501,3233002464524000021,2330024645,Поставка бумаги для офисной техники,"160 000,00",2360015415,45.2166725,39.2245248,Динская,Деятельность органов местного самоуправления по управлению вопросами общего характера,45.0610563,39.0307665,Краснодар,Торговля оптовая бумагой и картоном
502,1590229019124000081,5902290191,Поставка щитовых измерительных приборов,"202 700,00",1841087756,58.017983,56.247068,Пермь,"Деятельность вспомогательная, связанная с внутренним водным транспортом",56.7758679,53.3589662,Завьялово,Торговля оптовая прочими потребительскими товарами
503,1190301201624000045,1903012016,Стекло органическое техническое,"22 800,00",1901133914,53.9094466,91.2611174,Черногорск,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",53.7105235,91.45029,Абакан,Торговля оптовая прочими машинами и оборудованием
504,1110148157424000043,1101481574,Поставка мешков полимерных,"21 364,78",1101054660,61.6660239,50.8235666,Сыктывкар,Научные исследования и разработки в области естественных и технических наук прочие,61.6629189,50.8425217,Сыктывкар,Торговля оптовая прочими бытовыми товарами
505,1402702016024000020,4027020160,Поставка офисных кресел,"71 062,68",463238989593,54.5059736,36.2543318,Калуга,Деятельность прокуратур субъектов Российской Федерации,51.7303637,36.1925603,Курск,Торговля оптовая офисной мебелью
506,1782606282124000007,7826062821,Выполнение работ по текущему ремонту в здании филиала ФКУ Упрдор «Северо-Запад» в г. Пскове,"316 000,00",6027172150,59.9412428,30.284487,Санкт-Петербург,"Управление имуществом, находящимся в государственной собственности",57.819818,28.3124243,Псков,Распиловка и строгание древесины
507,2101601013322000045,1016010133,Оказание услуг по клинико-диагностическим исследованиям,"677 370,27",7801381840,62.075895,32.355188,Суоярви,Деятельность больничных организаций,59.9412369,30.2586944,Санкт-Петербург,"Деятельность в области медицины прочая, не включенная в другие группировки"
508,2243200223124000109,2432002231,"Поставка ходунков опорных стандартных, складных","4 000,00",2460045678,55.9612582,94.7360309,Заозерный,Деятельность больничных организаций,56.0218537,92.8397482,Красноярск,Торговля оптовая фармацевтической продукцией
509,3511200064024000023,5112000640,Поставка фоторамок,"74 659,32",246606603560,69.1938223,33.2455413,Снежногорск,"Деятельность вспомогательная, связанная с автомобильным транспортом",56.0093879,92.8524806,Красноярск,Торговля оптовая фармацевтической продукцией
510,1631580074922000064,6315800749,"На оказание услуг водоотведения в здании Красноармейского районного суда Самарской области по адресу: Самарская область, с. Пестравка, ул. 50 лет Октября, 49. ","1 766,55",6378000209,53.189915,50.1241213,Самара,"Деятельность кассационных судов общей юрисдикции, апелляционных судов общей юрисдикции, верховных судов республик, краевых, областных судов, судов городов федерального значения, суда автономной области, судов автономных округов",52.4024703,49.965592,Пестравка,Обеспечение работоспособности тепловых сетей
511,2391200810824000006,3912008108,Поставка бумаги для офисной техники,"34 856,25",3904610929,54.9315955,20.1578855,Светлогорск,Деятельность санаторно-курортных организаций,54.7437732,20.4729409,Калининград,Торговля оптовая писчебумажными и канцелярскими товарами
512,2692900179424000031,6929001794,"Игла инъекционная, одноразового использования, стерильная","9 500,00",6950032731,57.0280719,34.1552698,Кувшиново,Деятельность больничных организаций,56.8345791,35.8019433,Тверь,Торговля оптовая фармацевтической продукцией
513,3891000352024000007,8910003520,Поставка бумаги для офисной техники,"133 783,85",720316926174,67.4753302,78.724959,Тазовский,"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",57.1529744,65.5344099,Тюмень,"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами"
514,2101601013323000011,1016010133,"Продажа электрической энергии (мощности), услуги по передаче электрической энергии и услуги, оказание которых является неотъемлемой частью процесса электрической энергии","2 941 056,89",1001012875,62.075895,32.355188,Суоярви,Деятельность больничных организаций,61.762782,34.3145902,Петрозаводск,Распределение электроэнергии
515,2272100181524000006,2721001815,Оказание услуг по техническому освидетельствованию лифтов и подъемных платформ для инвалидов,"220 000,00",2721215817,48.4763808,135.0633552,Хабаровск,Управление недвижимым имуществом за вознаграждение или на договорной основе,55.7628764,37.5538284,Москва,"Технические испытания, исследования, анализ и сертификация"
516,1110148157424000044,1101481574,Поставка хозяйственных товаров 2,"68 275,09",434523402826,61.6660239,50.8235666,Сыктывкар,Научные исследования и разработки в области естественных и технических наук прочие,58.6035264,49.6679304,Киров,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах
517,2225800112224000006,2258001122,Отпуск тепловой энергии 2024 г.,"1 872 758,37",2258005511,51.8138658,79.7265638,Михайловское,Деятельность больничных организаций,51.6722075,79.77505,Малиновое Озеро,"Забор, очистка и распределение воды"
518,2420534966424000210,4205349664,Поставка лекарственных препаратов (приобретение товаров в пользу граждан в целях их социального обеспечения),"341 400,00",9731038990,55.3562584,86.092603,Кемерово,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,55.809348,37.450872,Москва,Торговля оптовая фармацевтической продукцией
519,1590229019124000107,5902290191,Поставка насосов и коплектующих для насосов,"344 000,00",4401108591,58.017983,56.247068,Пермь,"Деятельность вспомогательная, связанная с внутренним водным транспортом",57.7696269,40.9579878,Кострома,Торговля оптовая прочими машинами и оборудованием
520,3593200507421000001,5932005074,закупка у единственного поставщика (у объектов естественных монополий) п.29 ч.1 ст.93,"2 044 040,00",5904123809,57.3583316,54.4258729,Полозово,Образование основное общее,58.0038522,56.2615676,Пермь,Торговля электроэнергией
521,2784200609124000011,7842006091,Поставка светильников настольных для нужд ГБОУ Центр образования № 80 «Рождественская школа».,"29 613,83",772327286309,59.9332536,30.3833366,Санкт-Петербург,Образование основное общее,55.4846387,37.3067639,Троицк,Торговля оптовая бытовыми электротоварами
522,1212803569924000039,2128035699,"Закупка в целях приобретения строительных материалов в целях капитального ремонта ограждения участка периметра №4,5.","10 838,61",2130103280,56.0639044,47.2589252,Чебоксары,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",56.0647334,47.2697211,Чебоксары,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами
523,3352603875724000006,3526038757,Поставка ткани и фурнитуру для пошива реквизита для постановки спектакля по пьесе Вячеслава Водяного «Ветер в усах»,"30 569,00",290407257323,60.7594961,46.3034844,Великий Устюг,Деятельность в области исполнительских искусств,61.2528972,46.633242,Котлас,Торговля розничная прочая в неспециализированных магазинах
524,2771510774924000019,7715107749,Выполнение работ по изготовлению сувенирной продукции «Медаль»,"16 381,73",631934095917,55.8594731,37.5928623,Москва,Образование среднее общее,53.1950306,50.1069518,Самара,"Торговля розничная вне магазинов, палаток, рынков"
525,3330701307623000021,3307013076,Поставка мяса в 3 квартале 2023 года для обеспечения нужд МБДОУ «Детский сад № 14»,"68 570,47",332603001380,55.5467553,42.0690792,Муром,Образование дошкольное,56.6290312,39.4999958,Спасское,Торговля оптовая фруктами и овощами
526,1771406175624000172,7714061756,Поставка реагентов для иммуногистохимических исследований для нужд ФГБУ «НМИЦ гематологии» Минздрава России,"504 000,00",7813118690,55.8006676,37.5521125,Москва,Научные исследования и разработки в области естественных и технических наук прочие,59.9716419,30.313075,Санкт-Петербург,Торговля оптовая фармацевтической продукцией
527,1782606282124000038,7826062821,Поставка кондиционеров бытовых для нужд ФКУ Упрдор «Северо-Запад»,"106 000,00",591796140967,59.9412428,30.284487,Санкт-Петербург,"Управление имуществом, находящимся в государственной собственности",57.485804,56.7140235,Ергач,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха"
